Tam. img.: (910, 2380)
(245, 119)
(245, 120)
(245, 121)
(245, 122)
(244, 123)
(244, 124)
(244, 125)
(244, 126)
(243, 127)
(243, 128)
(243, 129)
(243, 130)
(243, 131)
(243, 132)
(244, 133)
(244, 134)
(244, 135)
(244, 136)
(243, 137)
(243, 138)
(243, 139)
(242, 140)
(242, 141)
(241, 142)
(241, 143)
(241, 144)
(240, 145)
(240, 146)
(240, 147)
(239, 148)
(239, 149)
(239, 150)
(239, 151)
(238, 152)
(238, 153)
(238, 154)
(238, 155)
(237, 156)
(237, 157)
(237, 158)
(237, 159)
(237, 160)
(237, 161)
(237, 162)
(237, 163)
(237, 164)
(236, 165)
(235, 166)
(235, 167)
(234, 168)
(234, 169)
(234, 170)
(234, 171)
(234, 172)
(234, 173)
(233, 174)
(232, 175)
(232, 176)
(232, 177)
(230, 178)
(229, 179)
(228, 180)
(227, 181)
(227, 182)
(227, 183)
(226, 184)
(226, 185)
(226, 186)
(226, 187)
(227, 188)
(227, 189)
(229, 190)
(230, 191)
(229, 192)
(230, 193)
(230, 194)
(231, 195)
(230, 196)
(230, 197)
(230, 198)
(229, 199)
(229, 200)
(229, 201)
(229, 202)
(228, 203)
(228, 204)
(228, 205)
(228, 206)
(227, 207)
(229, 209)
(229, 210)
(229, 211)
(228, 212)
(228, 213)
(228, 214)
(228, 215)
(228, 216)
(228, 217)
(228, 218)
(228, 219)
(228, 220)
(228, 221)
(228, 222)
(228, 223)
(227, 224)
(227, 225)
(227, 226)
(226, 227)
(225, 228)
(225, 229)
(225, 230)
(225, 231)
(225, 232)
(226, 233)
(226, 234)
(226, 235)
(226, 236)
(226, 237)
(226, 238)
(226, 239)
(226, 240)
(225, 241)
(225, 242)
(224, 243)
(224, 244)
(224, 245)
(223, 246)
(223, 247)
(223, 248)
(223, 249)
(223, 250)
(223, 251)
(223, 252)
(223, 253)
(222, 254)
(222, 255)
(222, 256)
(222, 257)
(222, 258)
(222, 259)
(223, 260)
(223, 261)
(223, 262)
(223, 263)
(223, 264)
(223, 265)
(223, 266)
(223, 267)
(223, 268)
(222, 269)
(222, 270)
(222, 271)
(222, 272)
(223, 273)
(223, 274)
(223, 275)
(223, 276)
(223, 277)
(223, 278)
(223, 279)
(223, 280)
(224, 281)
(226, 282)
(225, 283)
(226, 284)
(226, 285)
(225, 286)
(225, 287)
(224, 288)
(224, 289)
(223, 290)
(223, 291)
(223, 292)
(223, 293)
(223, 294)
(222, 295)
(222, 296)
(222, 297)
(221, 298)
(221, 300)
(220, 301)
(220, 302)
(220, 303)
(219, 304)
(218, 305)
(218, 306)
(218, 307)
(219, 308)
(219, 309)
(219, 310)
(219, 311)
(220, 312)
(221, 313)
(221, 314)
(222, 315)
(222, 316)
(221, 317)
(221, 318)
(221, 319)
(221, 320)
(221, 321)
(221, 322)
(221, 323)
(221, 324)
(222, 325)
(222, 326)
(223, 327)
(223, 328)
(224, 329)
(224, 330)
(224, 331)
(224, 332)
(224, 333)
(224, 334)
(223, 335)
(223, 336)
(223, 337)
(222, 338)
(222, 339)
(222, 340)
(222, 341)
(222, 342)
(221, 343)
(221, 344)
(221, 345)
(221, 346)
(221, 347)
(220, 348)
(219, 349)
(219, 350)
(218, 351)
(217, 352)
(217, 353)
(216, 354)
(216, 355)
(215, 356)
(215, 357)
(214, 358)
(213, 359)
(213, 360)
(213, 361)
(213, 362)
(212, 363)
(212, 364)
(212, 365)
(211, 366)
(211, 367)
(211, 368)
(211, 369)
(210, 370)
(210, 371)
(210, 372)
(210, 373)
(210, 374)
(211, 375)
(211, 376)
(211, 377)
(211, 378)
(211, 379)
(211, 380)
(211, 381)
(211, 382)
(211, 383)
(211, 384)
(211, 385)
(211, 386)
(212, 387)
(212, 388)
(213, 389)
(213, 392)
(213, 393)
(213, 394)
(213, 395)
(213, 396)
(214, 397)
(214, 398)
(214, 399)
(215, 400)
(215, 401)
(215, 402)
(215, 403)
(214, 404)
(214, 405)
(214, 406)
(214, 407)
(214, 408)
(214, 409)
(214, 410)
(214, 411)
(214, 412)
(214, 413)
(214, 414)
(214, 415)
(214, 416)
(213, 417)
(213, 418)
(213, 419)
(213, 420)
(213, 421)
(214, 422)
(214, 423)
(214, 424)
(214, 425)
(214, 426)
(213, 427)
(213, 428)
(212, 429)
(212, 430)
(213, 431)
(213, 432)
(214, 433)
(214, 434)
