Tam.: (1820, 4760)
(1413, 241)
(1413, 242)
(1413, 243)
(1412, 244)
(1412, 245)
(1412, 246)
(1412, 247)
(1412, 248)
(1412, 249)
(1412, 250)
(1412, 251)
(1413, 252)
(1413, 253)
(1413, 254)
(1413, 255)
(1413, 256)
(1413, 257)
(1413, 258)
(1413, 259)
(1414, 260)
(1414, 261)
(1414, 262)
(1414, 263)
(1414, 264)
(1414, 265)
(1414, 266)
(1414, 267)
(1415, 268)
(1415, 269)
(1415, 270)
(1415, 271)
(1415, 272)
(1414, 273)
(1414, 274)
(1414, 275)
(1414, 276)
(1415, 277)
(1415, 278)
(1415, 279)
(1415, 280)
(1415, 281)
(1415, 282)
(1415, 283)
(1415, 284)
(1414, 285)
(1414, 286)
(1415, 287)
(1415, 288)
(1415, 289)
(1415, 290)
(1414, 291)
(1415, 292)
(1415, 293)
(1415, 294)
(1415, 295)
(1415, 296)
(1415, 297)
(1415, 298)
(1415, 299)
(1415, 300)
(1415, 301)
(1414, 302)
(1414, 303)
(1414, 304)
(1414, 305)
(1414, 306)
(1412, 307)
(1412, 308)
(1412, 309)
(1413, 310)
(1412, 318)
(1412, 319)
(1412, 320)
(1413, 321)
(1412, 322)
(1412, 323)
(1413, 324)
(1413, 325)
(1413, 326)
(1413, 327)
(1413, 328)
(1413, 329)
(1413, 330)
(1413, 331)
(1413, 332)
(1413, 333)
(1413, 334)
(1413, 335)
(1413, 336)
(1413, 337)
(1413, 338)
(1413, 339)
(1413, 340)
(1411, 341)
(1412, 342)
(1413, 343)
(1413, 344)
(1413, 345)
(1413, 346)
(1413, 347)
(1413, 348)
(1413, 349)
(1413, 350)
(1413, 351)
(1414, 352)
(1414, 353)
(1414, 354)
(1414, 355)
(1412, 356)
(1414, 357)
(1414, 358)
(1414, 359)
(1415, 360)
(1415, 361)
(1414, 362)
(1414, 363)
(1414, 364)
(1415, 365)
(1414, 366)
(1415, 367)
(1415, 368)
(1415, 369)
(1415, 370)
(1415, 371)
(1415, 372)
(1415, 373)
(1415, 374)
(1415, 375)
(1415, 376)
(1415, 377)
(1415, 378)
(1415, 379)
(1415, 380)
(1415, 381)
(1415, 382)
(1415, 383)
(1415, 384)
(1415, 385)
(1415, 386)
(1415, 387)
(1415, 388)
(1415, 389)
(1415, 390)
(1415, 391)
(1415, 392)
(1415, 393)
(1415, 394)
(1415, 395)
(1415, 396)
(1415, 397)
(1415, 398)
(1415, 399)
(1415, 400)
(1415, 401)
(1415, 402)
(1415, 403)
(1415, 404)
(1415, 405)
(1415, 406)
(1415, 407)
(1415, 408)
(1415, 409)
(1415, 410)
(1415, 411)
(1415, 412)
(1415, 413)
(1415, 414)
(1415, 415)
(1414, 416)
(1413, 417)
(1414, 421)
(1415, 422)
(1415, 423)
(1415, 424)
(1415, 425)
(1414, 426)
(1414, 427)
(1414, 428)
(1414, 429)
(1414, 430)
(1414, 431)
(1413, 432)
(1414, 433)
(1414, 434)
(1414, 435)
(1414, 436)
(1414, 437)
(1414, 438)
(1414, 439)
(1415, 440)
(1415, 441)
(1414, 442)
(1414, 443)
(1414, 444)
(1414, 445)
(1415, 446)
(1415, 447)
(1415, 448)
(1415, 449)
(1415, 450)
(1415, 451)
(1415, 452)
(1415, 453)
(1415, 454)
(1415, 455)
(1415, 456)
(1415, 457)
(1415, 458)
(1415, 459)
(1415, 460)
(1415, 461)
(1415, 462)
(1415, 463)
(1415, 464)
(1415, 465)
(1415, 466)
(1415, 467)
(1415, 468)
(1415, 469)
(1415, 470)
(1416, 471)
(1416, 472)
(1416, 473)
(1416, 474)
(1416, 475)
(1416, 476)
(1416, 477)
(1415, 478)
(1415, 479)
(1416, 480)
(1416, 481)
(1415, 482)
(1416, 483)
(1416, 484)
(1416, 485)
(1416, 486)
(1416, 487)
(1416, 488)
(1416, 489)
(1415, 490)
(1415, 491)
(1415, 492)
(1416, 493)
(1416, 494)
(1415, 495)
(1415, 496)
(1415, 497)
(1415, 498)
(1415, 499)
(1415, 500)
(1415, 501)
(1415, 502)
(1415, 503)
(1415, 504)
(1415, 505)
(1415, 506)
(1415, 507)
(1415, 508)
(1415, 509)
(1415, 510)
(1415, 511)
(1415, 512)
(1415, 513)
(1415, 514)
(1415, 515)
(1415, 516)
(1415, 517)
(1415, 518)
(1415, 519)
(1415, 520)
(1415, 521)
(1415, 522)
(1415, 523)
(1415, 524)
(1415, 525)
(1415, 526)
(1415, 527)
(1415, 528)
(1415, 529)
(1415, 530)
(1415, 531)
(1416, 532)
(1416, 533)
(1416, 534)
(1415, 535)
(1415, 536)
(1415, 537)
(1415, 538)
(1415, 539)
(1415, 540)
(1415, 541)
